Emp ID,Age in Yrs.,Weight in Kgs.,Age in Company (Years),Salary,Sales,State
118424,22.32,83,1.23,152025,380062.5,MN
118426,28.66,40,2.03,119661,119661,KS
118432,26.76,78,1.3,49584,123960,WV
118434,26.06,65,2.18,184644,369288,IN
118436,31.23,71,1,167124,367672.8,NM
118438,34.11,68,0.88,119918,83942.6,KY
118439,37.44,54,13.21,132086,330215,NY
118440,54.58,43,4.16,171266,188392.6,IA
118442,59.66,73,35.37,111891,324483.9,KS
118445,36.77,73,1.79,145720,422588,MT
118446,24.88,69,2.45,47165,47165,AL
118448,31.95,54,3.93,105935,307211.5,OH
118452,57.9,60,9.24,124920,124920,NE
118454,24.21,54,1.1,134413,241943.4,FL
118457,53.18,47,10.95,106796,213592,MD
118459,26.98,48,0.48,108867,152413.8,NM
118460,27.91,46,2.58,86601,233822.7,MI
118461,49.51,60,17.16,110937,321717.3,MA
118463,33.77,53,9.61,85996,214990,WI
118466,27.74,40,3.23,115079,195634.3,TX
118469,26.19,71,0.87,156330,312660,SC
118470,31.48,54,3.7,175920,281472,OK
118471,36.6,75,3.13,62521,56268.9,CA
118472,21.72,90,0.19,136135,381178,IN
118473,52.94,83,12.26,133459,280263.9,NE
118474,26.85,60,5.7,69338,41602.8,NJ
118476,30.47,90,3.1,86252,198379.6,MN
118480,36.66,52,14.64,181527,363054,TX
118484,57.21,75,30.29,151235,393211,GA
118486,55.36,48,13.65,141137,366956.2,MI
118491,41.75,71,12.89,191881,402950.1,OK
118495,37.99,54,10.61,65709,39425.4,NY
118496,27.84,51,1.57,166335,149701.5,CA
118497,51.65,43,26.96,136647,314288.1,VA
118498,27.36,60,3.03,50260,105546,UT
118501,31.22,57,8.57,94186,263720.8,MA
118506,51.6,60,18.12,68640,123552,IL
118511,56.36,60,0.55,65360,71896,MO
118514,41.04,58,3.66,148467,386014.2,MS
118515,27.61,58,3.53,54658,81987,IL
118517,39.57,41,12.09,135694,298526.8,IL
118518,32.92,59,3.59,41885,104712.5,CA
118519,44.23,65,5.57,164776,444895.2,OH
118521,44.44,59,11.75,97979,107776.9,TX
118523,56.91,58,18.81,176340,141072,CA
118525,58.67,80,34.79,82531,231086.8,AL
118534,57.93,49,28.92,159681,447106.8,NY
118539,37.36,70,5.96,198257,99128.5,MD
118542,36.24,60,0.27,59916,155781.6,CA
118543,23.07,49,0.04,57241,40068.7,GA
118548,24.75,48,0.7,157262,471786,MN
118549,30.16,66,8.09,43863,105271.2,OK
118552,37.42,58,12.9,85114,229807.8,WA
118553,42.02,43,19,89860,206678,MN
118554,25.93,59,3.21,185740,482924,OK
118555,45.67,85,10.72,156052,390130,CA
118559,24.83,67,0.99,91326,219182.4,IA
118564,31.84,52,2.68,129901,103920.8,WA
118566,33.79,69,9.81,67851,40710.6,TN
118571,48.23,86,26.36,163125,342562.5,NY
118572,45,56,2.36,194884,311814.4,IL
118574,46.86,45,6.69,105821,190477.8,VA
118575,59.65,60,11.83,76133,60906.4,UT
118576,43.28,57,9.26,130157,195235.5,MO
118577,25.68,50,4.42,93048,74438.4,CO
118578,25.07,60,2.86,70782,63703.8,MO
118579,43.67,47,7.13,124806,199689.6,PA
118580,25.9,43,1.9,129552,297969.6,NE
118581,25.85,58,3.03,92443,147908.8,MI
118582,38.22,88,4.26,193069,444058.7,CA
118585,22.96,50,1.41,89163,53497.8,OK
118587,50.41,60,5.32,91233,54739.8,IN
118592,31.2,47,3.31,95375,190750,SD
118593,50.9,52,18.53,134555,188377,NY
118595,26.94,82,4.29,102192,286137.6,WI
118599,38.76,69,4.65,155611,124488.8,NC
118600,43.84,59,10.27,42212,109751.2,LA
118601,32.77,59,4.33,81392,122088,WI
118603,37.31,75,1.02,140162,70081,MO
118609,56.64,46,2.46,141628,212442,PA
118615,46.98,42,4.01,162684,325368,ME
118618,26.36,63,3.4,176923,159230.7,OR
118620,44.36,61,4.42,151982,243171.2,KY
118621,50.24,62,13.34,114872,229744,CA
118623,48.41,50,17.42,75087,52560.9,NM
118628,27.7,73,4.96,71807,201059.6,OR
118629,31.52,78,1.4,83975,235130,OK
118631,50.07,56,25.86,154914,201388.2,MN
118635,39.44,54,10.82,105031,231068.2,TX
118637,40.03,77,5.8,107102,310595.8,OH
118638,31.31,49,9.92,50402,90723.6,WA
118641,59.25,57,23.22,99075,257595,NV
118642,54.96,42,18.61,88978,53386.8,CA
118645,25.34,52,2.51,145072,319158.4,AK
118646,51.13,51,28.76,184252,350078.8,CA
118647,48.77,61,22.64,51263,41010.4,OH
118649,57.19,52,22.82,151889,273400.2,AZ
118651,50.49,46,3.06,77670,132039,KS
118653,30.31,59,0.69,129019,193528.5,MI
118658,22.44,53,0.2,76461,152922,TN
118659,43.04,69,9.59,150075,240120,OH
118660,26.94,59,3.22,196677,472024.8,TX
118664,23.24,52,1.72,63083,75699.6,IA
118665,49.78,65,16.03,102263,61357.8,MI
118666,23.75,44,0.73,84744,254232,SC
118669,54.06,49,32.61,190116,114069.6,IN
118672,40.67,40,18.64,128065,140871.5,NY
118676,38.95,75,8.15,181484,544452,MI
118677,39.68,45,2.57,82929,182443.8,FL
118681,47.82,50,14.55,128926,270744.6,SD
118682,33.49,67,3.71,168106,336212,SC
118684,38.47,56,3.85,66876,113689.2,MA
118685,54.2,49,22.26,79044,55330.8,PA
118686,21.19,53,0.15,103380,62028,TN
118687,58.58,48,20.43,157404,251846.4,MI
118689,25.17,42,4.03,112873,180596.8,MN
118695,58.25,71,31.42,133929,187500.6,MO
118697,37.73,49,14.62,121156,169618.4,MD
118700,24.38,45,2.34,93539,140308.5,NY
118701,25.9,43,2.19,44261,30982.7,MI
118702,28.35,55,5.08,56429,146715.4,CA
118711,24.83,54,0.22,187604,469010,MO
118715,54.79,58,0.89,103288,134274.4,WI
118718,40.17,43,17.99,166804,383649.2,AL
118721,39.6,49,18.23,70320,119544,TX
118723,39.28,55,14.28,106824,106824,GA
118724,55.65,77,6.3,187860,488436,IL
118732,45.5,54,6.1,134697,323272.8,AR
118733,25.3,66,0.12,146865,117492,GA
118736,39.07,51,14.56,195538,332414.6,FL
118737,38.24,74,14.37,188116,564348,TX
118738,57.79,61,27.07,192863,270008.2,IN
118744,50.63,52,18.86,80929,64743.2,IL
118745,21.04,51,0.01,43820,74494,CA
118748,58.04,80,30.04,99915,189838.5,OH
118749,42.28,45,8.9,180951,126665.7,OK
118750,43.31,41,17.78,124251,173951.4,AR
118754,58.3,56,4.88,74369,74369,FL
118755,48.1,49,4.97,133139,119825.1,NY
118756,32.89,53,6.32,118295,59147.5,LA
118757,54.18,85,0.68,191909,479772.5,WY
118759,37.51,55,5.73,68413,102619.5,GA
118761,24.36,41,2.02,43471,78247.8,LA
118763,41.46,80,13.75,40796,118308.4,SD
118764,35.67,61,0.01,134000,214400,PA
118765,43.11,87,6.71,146168,336186.4,IL
118766,38.41,40,9.62,55035,126580.5,CT
118768,21.25,40,0.23,133395,373506,WV
118770,42.54,74,17.81,66598,199794,TX
118771,33.04,83,1.22,147634,442902,UT
118772,42.53,52,8.13,144958,362395,KS
118774,24.62,41,1.51,120017,252035.7,FL
118775,54.29,41,7.14,166619,316576.1,WA
118777,44.07,53,7.63,141678,283356,MO
118779,51.07,62,12.05,101893,81514.4,VA
118782,25,45,0.2,101288,111416.8,WV
118785,41.91,81,15.94,199238,498095,FL
118788,55.87,52,17.85,125020,225036,SC
118790,51.19,86,21.87,168946,202735.2,KY
118791,47.93,42,20.02,97403,194806,IL
118796,44.99,67,1.38,91447,45723.5,WY
118798,35.32,51,11.35,81349,211507.4,KS
118800,24.64,42,3.19,63830,127660,OH
118801,36.12,57,4.39,186722,280083,PA
118802,24.13,53,1.21,92913,46456.5,IN
118806,37.69,83,12.37,180766,162689.4,FL
118808,21.83,54,0.15,52523,47270.7,MT
118819,47.62,47,21.41,97310,165427,NY
118820,56.14,52,28.65,124322,223779.6,ND
118822,35.62,53,6.62,42682,93900.4,VA
118823,28.67,57,5.03,54850,126155,NJ
118829,27.58,90,0.9,68484,41090.4,TX
118834,58.28,43,26.11,84793,135668.8,TX
118835,33.44,57,5.01,119227,226531.3,CA
118836,36.74,56,4.27,67274,87456.2,KY
118843,55.85,53,20.35,184210,128947,WV
118844,35.06,46,4.01,55967,145514.2,IN
118845,49.59,61,12.77,102569,287193.2,PA
118848,57.12,40,21.81,82374,205935,IN
118849,30.02,70,6.86,87120,130680,MI
118858,51.03,48,26.22,171693,326216.7,CO
118871,27.05,45,1.27,130093,208148.8,CA
118874,23.86,57,1.49,129488,220129.6,NY
118880,25.68,66,3.14,138376,304427.2,TX
118882,21.3,59,0.04,182303,510448.4,KY
118883,39.99,51,7.08,54060,129744,MI
118884,43.97,81,16.1,66228,52982.4,WI
118885,32.95,51,6.23,56131,123488.2,CA
118887,41.12,40,16.42,149335,74667.5,NE
118889,54.29,60,15.81,139237,403787.3,UT
118892,46.72,81,6.27,89355,53613,CA
118898,37.95,49,1.14,147520,250784,CT
118899,22.99,81,1.61,53711,118164.2,OH
118903,55.32,66,14.29,198264,495660,FL
118907,30.82,66,3.72,190237,456568.8,MN
118909,56.02,40,12.72,199729,299593.5,CA
118912,54.03,55,2.85,199125,537637.5,OK
118914,32.81,50,5.68,112738,214202.2,KY
118916,40.7,55,2.17,183676,146940.8,MN
118918,29.32,43,3.21,166157,216004.1,NY
118920,55.15,54,30.99,183071,292913.6,UT
118926,51.27,74,2.15,63716,133803.6,CA
118928,38.12,56,9.43,102896,154344,NH
118929,35.05,78,8.42,127233,343529.1,TX
118931,56.64,57,19.77,163737,491211,IA
118934,23.91,48,1.1,59831,65814.1,MD
118936,53.77,55,14.59,182722,146177.6,AL
118937,58.87,55,18.33,103757,207514,AK
118941,35.15,53,6.91,191610,459864,MN
118942,41.59,58,12.99,51199,133117.4,TX
118944,50.61,77,22.55,122138,268703.6,TX
118945,50.43,79,5.75,65438,163595,WA
118947,25.7,58,0.69,163388,261420.8,IN
118949,54.64,45,3.04,111435,122578.5,GA
118955,35.04,48,11.62,139913,293817.3,CA
118956,41.76,54,19.49,95382,47691,KY
118960,47.27,86,0.27,102199,122638.8,SC
118963,21.87,84,0.07,177884,213460.8,LA
118965,21.71,61,0.06,54387,87019.2,WI
118966,34.89,50,5.82,100989,302967,NE
118967,40.65,86,16.62,155013,341028.6,FL
118968,34.6,64,0.84,117904,176856,NY
118972,27.42,43,0.74,193588,96794,IA
118973,36.29,76,4.27,99779,279381.2,AL
118974,59.9,55,10.95,146381,322038.2,CA
118975,43.98,70,9.14,67416,114607.2,AL
118978,35.65,59,9.86,96499,115798.8,KY
118980,31.52,70,9.28,105992,180186.4,KS
118981,22.54,59,1.41,103316,299616.4,NY
118984,42.53,76,15.92,97965,107761.5,UT
118985,59.74,44,19.77,80446,48267.6,MA
118989,25.86,58,4.69,183142,91571,LA
118993,52.4,61,31.24,133260,146586,UT
118994,52.63,77,26.37,130584,235051.2,NJ
118997,56.2,53,15.07,110389,209739.1,WV
118999,39.05,49,8.78,43592,69747.2,AZ
119003,56.13,67,1.31,55156,154436.8,GA
119005,55.19,66,24.32,121348,145617.6,NJ
119008,41.88,64,15.66,155177,387942.5,PA
119009,33.71,49,1.64,91055,145688,MA
119010,23.04,58,0.85,103224,61934.4,MO
119014,21.65,83,0.41,99943,209880.3,MN
119016,39.73,64,9.14,151291,453873,TX
119017,36.32,64,8.28,79748,103672.4,VT
119019,33.48,90,8.32,187796,131457.2,IN
119020,38.23,67,11.94,177699,124389.3,PA
119023,34.84,49,13.32,81214,146185.2,NY
119028,57.41,50,32.27,188657,226388.4,NH
119030,52.7,90,14.09,148872,223308,NH
119033,42.39,65,7.31,94243,47121.5,NV
119037,34.74,53,3.04,132819,358611.3,KS
119040,47.75,48,23.3,127467,152960.4,NY
119042,56.56,41,35.53,68092,54473.6,TX
119045,38.7,65,4.51,74909,134836.2,MN
119047,42.99,48,3.26,145848,175017.6,TX
119048,22.53,89,1.34,96570,183483,NM
119052,46.31,58,20,66278,66278,OH
119053,23.72,58,1.38,181747,327144.6,VA
119055,32.81,87,10.91,53505,144463.5,TX
119057,57.1,58,17.43,193311,560601.9,TX
119058,26.66,87,1.01,136611,81966.6,FL
119059,37.44,44,0.29,183213,311462.1,TX
119060,24.7,85,0.17,89404,160927.2,CO
119061,55.04,54,13.62,136006,258411.4,CA
119064,40.04,55,13.35,199523,279332.2,DE
119065,59.29,89,21.04,113136,316780.8,AL
119075,28.77,50,3.25,64719,194157,ME
119084,28.03,53,6.71,73002,204405.6,AR
119086,54.08,70,16.1,178375,249725,PA
119090,22.55,64,1.08,44781,71649.6,NY
119091,41.74,59,16.1,49527,69337.8,WI
119093,29.24,47,1.77,51598,98036.2,MN
119094,49.6,56,12.38,127887,370872.3,AZ
119095,32.48,56,9.96,83356,166712,KS
119097,35.14,43,9.03,70583,98816.2,NM
119098,54.9,46,4.66,166462,449447.4,UT
119100,52.38,89,31.27,84822,254466,OH
119102,54.72,67,19.35,101736,111909.6,IA
119108,49.16,46,2.4,88358,97193.8,AL
119109,51.25,59,23.47,51249,76873.5,MD
119111,35.7,69,0.58,110019,121020.9,IN
119112,38.26,45,6.21,65488,52390.4,ND
119114,31.97,66,7.32,188379,301406.4,IL
119115,47.56,48,22.69,163438,310532.2,MO
119116,43.01,47,21.37,64883,136254.3,CA
119117,39.91,50,6.47,145919,379389.4,PA
119119,43.23,58,16.3,52110,36477,NE
119120,23.26,76,0.88,56856,39799.2,MT
119121,59.29,54,18.11,150060,285114,NC
119124,42.99,56,20.91,46154,78461.8,IN
119128,37.95,41,1.75,163694,245541,DC
119130,25.28,53,3.46,138753,374633.1,AK
119131,38.19,65,0.47,67210,94094,ID
119132,46.72,64,14.81,133402,120061.8,FL
119140,59.88,58,25.16,151782,227673,NV
119142,29.53,45,3.14,126841,342470.7,VT
119143,46.29,41,5.92,166021,498063,NY
119144,39.62,73,11.62,148502,103951.4,NY
119146,25.02,67,1.35,199850,159880,FL
119151,35.45,42,10.23,93268,167882.4,WI
119152,29.06,87,1.22,174304,226595.2,WI
119153,47.88,60,9.23,46061,36848.8,ME
119155,37.19,56,15.85,89988,71990.4,WI
119158,28.58,66,1.3,62371,68608.1,GA
119161,41.05,52,15.89,182587,91293.5,IL
119163,56.12,42,23.07,162392,178631.2,TX
119164,31.5,40,0.83,154970,433916,AZ
119166,48.57,59,16.77,176631,317935.8,AR
119167,32.25,47,3,127353,101882.4,MI
119168,30.82,58,2.34,151690,348887,MT
119169,37.2,87,15.15,163858,147472.2,IA
119170,33.55,55,6.59,50459,45413.1,MT
119173,41.93,52,13.93,99132,89218.8,IL
119175,53.22,60,16.65,74191,200315.7,WV
119176,45.96,56,24.43,105949,233087.8,MI
119177,49.11,54,12.95,152551,167806.1,GA
119179,39.34,61,16.93,169465,355876.5,MD
119180,44.14,61,12.55,196477,176829.3,TX
119181,32.06,42,10.77,151946,151946,NE
119182,23.49,54,2.37,149270,238832,NY
119185,23.83,79,2.5,72376,101326.4,ND
119186,21.9,40,0.8,183099,91549.5,OH
119188,32.68,67,0.34,170326,136260.8,MS
119189,30.62,57,5.42,98783,256835.8,WY
119191,48.38,78,16.97,108276,173241.6,MS
119193,42.92,48,18.07,75913,159417.3,TN
119196,55.98,40,0.4,154273,277691.4,TX
119200,35.83,60,6.04,173258,485122.4,IL
119202,26.44,53,0.19,118629,83040.3,AL
119203,28.26,55,4.01,145641,87384.6,GA
119204,22.91,50,1.7,101110,242664,TX
119207,29.4,58,7.81,115349,346047,MO
119208,48.16,44,3.05,85661,171322,TN
119209,21.36,55,0.23,117420,305292,AL
119214,39.88,45,12.1,141151,225841.6,VA
119215,25.38,49,4.38,91874,275622,NY
119217,40.6,60,0.93,120956,314485.6,VT
119219,53.13,65,29.38,88593,194904.6,OH
119224,48.13,40,15.5,134590,67295,MT
119225,28.34,45,5.97,139337,320475.1,MN
119226,31.31,54,4.87,121817,231452.3,TX
119227,37.91,42,3.16,92130,128982,VA
119229,29.41,57,2.93,158322,316644,IL
119230,32.2,47,10.78,86779,208269.6,MA
119232,46.72,48,6.44,46994,65791.6,ND
119233,22.79,43,1.39,147620,162382,PA
119236,39.28,77,13.73,43713,21856.5,CA
119239,27.76,71,0.93,183519,238574.7,VA
119242,51.73,58,6.07,178168,249435.2,DE
119245,51.81,54,7.13,128286,320715,MD
119248,46.49,61,15.85,46645,55974,WI
119249,28.83,40,1.72,85825,68660,MA
119254,41.38,55,6.37,102135,306405,CA
119255,39.68,58,4.91,171002,376204.4,HI
119256,44.32,57,19.18,84615,143845.5,UT
119257,28.83,47,5.46,173073,173073,MO
119258,38.6,73,11.1,197409,276372.6,CA
119262,39.82,44,0.44,98249,235797.6,NJ
119266,26.73,57,1.4,132078,171701.4,IL
119269,25.69,56,0.26,195595,273833,KS
119270,34.34,62,0.48,151064,287021.6,AR
119272,46.8,61,21.4,153134,275641.2,IA
119273,37.71,50,2.55,199736,279630.4,ME
119274,33.95,58,3.01,71494,57195.2,ME
119275,42.79,60,3.13,159951,239926.5,FL
119276,28.7,54,4.78,61396,42977.2,VA
119279,37.34,71,4.35,60791,145898.4,CT
119282,45.46,40,17.39,193176,502257.6,MT
119284,43.91,47,8.48,114210,251262,KY
119286,51.25,57,2,150715,211001,OH
119287,50.35,50,11.61,162883,325766,IL
119291,52.46,40,15.81,147435,442305,FL
119292,40.4,56,1.68,95481,114577.2,WA
119294,35.32,56,0.64,139408,111526.4,NY
119296,24.17,50,1.61,114467,274720.8,NC
119297,50.47,45,11.21,99623,199246,CA
119303,39.93,78,14.59,155113,310226,NE
119306,36.57,66,10.95,112652,56326,IA
119309,42.59,41,16.38,134313,134313,MI
119312,39.99,76,18.89,79684,207178.4,FL
119313,21.84,75,0.41,69587,160050.1,PA
119314,57.77,49,19.3,131032,104825.6,UT
119319,44.65,43,6.55,147342,176810.4,AL
119320,31,78,5.25,110233,66139.8,ME
119321,55.85,84,9.51,137245,343112.5,WI
119325,41.5,66,11.84,72518,188546.8,NJ
119326,27.09,80,2.58,69843,83811.6,CA
119331,47.77,68,17.65,86152,103382.4,IA
119334,55.89,44,20.36,92969,167344.2,CA
119335,38.98,80,5.11,85548,230979.6,WA
119341,28.35,49,3.34,49904,24952,MD
119342,21.64,53,0.48,145784,204097.6,GA
119344,39.33,70,8.68,170120,391276,IL
119345,40.6,61,7.83,83733,133972.8,TX
119350,31.65,46,0.2,80453,241359,AR
119353,22.75,81,0.22,178403,392486.6,NH
119356,46.94,44,22.68,162954,293317.2,IA
119359,53.31,52,29.14,165025,297045,AL
119366,49.58,56,15.92,114538,229076,WI
119367,25.52,54,1.47,168562,438261.2,IN
119370,40.81,61,19.24,49811,94640.9,NH
119371,59.84,55,29.94,74148,88977.6,ND
119372,25.65,42,2.52,66726,200178,NE
119373,35.32,55,12.66,105906,307127.4,RI
119375,27.9,89,6.25,149833,119866.4,TN
119376,29.74,70,7.76,51277,25638.5,MO
119377,53.9,66,28.94,83036,157768.4,NY
119378,53.65,67,13.52,45926,78074.2,NV
119379,27.44,56,1.33,134384,147822.4,NV
119383,51.99,65,2.79,62236,49788.8,CA
119384,55.65,59,31.32,199971,119982.6,SC
119388,24.27,45,0.55,93389,84050.1,OR
119391,41.7,48,8.44,183918,459795,TX
119396,27.87,90,6.67,111770,78239,MI
119397,54.36,68,16.12,109094,54547,AR
119400,25.68,84,1.1,101067,293094.3,OH
119402,28.71,74,4.52,56536,67843.2,TX
119403,58.96,85,30.82,122728,331365.6,IN
119405,48.46,47,0.94,63353,88694.2,CO
119406,25.15,74,2.79,186245,502861.5,NY
119407,26.56,52,4.23,45834,27500.4,NY
119409,51.73,45,5.25,124194,310485,MA
119411,36.32,72,4.8,99253,148879.5,CA
119413,38.25,57,5.5,52046,83273.6,LA
119414,23.62,47,2.28,56792,119263.2,TX
119415,33.77,53,0.11,83804,41902,TX
119416,37.76,42,15.29,164840,412100,WV
119417,53.53,47,6.75,93297,130615.8,MN
119419,36.35,64,9.07,95367,171660.6,LA
119421,35.35,89,9.93,173728,225846.4,MN
119423,52.66,88,2.51,87341,209618.4,CA
119424,57.34,51,3.11,160955,128764,MI
119425,33.65,76,7.09,150857,226285.5,NY
119426,22.96,65,1.85,86736,147451.2,NE
119427,39.64,89,14.14,76638,160939.8,MI
119428,25.16,81,1.6,103650,165840,OK
119429,55.71,43,4.71,59119,76854.7,KY
119434,39.44,74,14.13,82851,107706.3,GA
119435,27.4,51,3.24,198320,118992,PA
119437,35.72,60,11.96,180801,542403,ME
119439,27.33,50,3.07,121426,145711.2,NH
119443,32.6,50,10.28,182267,546801,TN
119444,31.06,59,6.24,61446,43012.2,MI
119446,45.84,56,18.93,139806,125825.4,KY
119447,28.53,83,2.75,178986,286377.6,WI
119451,29.88,90,2.48,114260,102834,NJ
119452,22.87,40,1.68,141272,127144.8,KY
119453,41.93,58,1,123753,334133.1,MO
119454,48.47,41,19.85,192620,423764,MO
119455,58.64,58,10.61,64378,77253.6,FL
119456,29.85,65,6.45,145414,72707,MI
119464,59.95,52,33.77,171216,136972.8,IA
119465,25.33,84,1.24,42973,25783.8,IL
119466,59.8,57,26.51,96997,87297.3,TX
119469,21.48,86,0.32,88970,240219,SD
119475,41.98,54,0.79,56002,151205.4,NJ
119481,33.12,73,4.89,175613,158051.7,KS
119484,39.14,64,7.56,83875,243237.5,PA
119488,25.63,74,1.33,102860,236578,MA
119489,58.67,54,3.02,88017,228844.2,NH
119490,25.23,74,1.99,146787,366967.5,MO
119492,29.51,75,5.66,79990,111986,VA
119494,22.88,46,0.91,69892,55913.6,LA
119498,54.59,80,11.76,96300,163710,VA
119500,37.47,82,10.62,41671,104177.5,OK
119501,29.42,42,7.62,110538,298452.6,NY
119503,43.29,56,21.39,120031,240062,SC
119504,47.68,71,13.16,60656,109180.8,SD
119508,53.67,56,17.02,109329,327987,MI
119509,41.72,59,19.63,190365,323620.5,IN
119512,54.79,69,7.13,98626,167664.2,WA
119514,33.2,57,8.68,88529,88529,WI
119516,31.91,59,0.85,132455,291401,NY
119518,31.93,54,1.8,141948,354870,IN
119519,53.35,59,7.87,70405,56324,TX
119521,35.82,46,7.08,171031,359165.1,CA
119522,45.64,82,6.15,111656,223312,NJ
119525,45.12,46,11.64,84039,184885.8,CA
119533,29.98,47,8.85,60564,157466.4,TX
119534,38.44,54,11.72,176033,264049.5,CA
119536,53.34,40,30.79,109236,54618,FL
119542,54.82,56,5.22,54003,37802.1,MS
119543,41.74,51,7.59,157304,141573.6,PA
119545,56.01,88,16.74,117519,199782.3,IL
119547,57.94,72,1.8,183711,257195.4,OK
119550,27.07,58,2.56,50117,60140.4,TX
119556,34.82,63,7.37,142717,199803.8,ID
119560,46.06,88,22.57,43557,104536.8,CO
119562,55.76,82,3.19,178616,410816.8,AK
119564,55.19,81,9.87,165843,331686,FL
119568,34.69,50,7.47,81527,48916.2,SD
119573,37.63,75,2.46,166704,116692.8,FL
119575,22.22,43,1.21,156607,391517.5,WI
119577,33.78,78,3.56,124244,74546.4,NE
119578,25.91,77,0.6,197858,336358.6,MD
119581,35.9,44,4.5,143229,329426.7,PA
119582,54.79,51,9.55,79108,102840.4,PA
119583,51.45,86,15.82,130456,247866.4,OH
119585,28.22,60,6.24,127780,217226,PA
119590,32.78,90,2.53,193368,541430.4,AR
119594,42.18,49,13.36,170497,511491,TX
119601,42.38,46,9.08,120010,192016,MD
119603,47.85,56,20.14,60635,175841.5,RI
119604,47.87,77,22.94,161261,161261,IL
119606,35.35,71,13.02,74874,224622,GA
119608,51.4,75,3.18,96534,154454.4,TX
119610,27.63,48,1.84,71593,85911.6,FL
119616,39.56,75,12.13,198626,576015.4,CO
119622,25.12,49,1.78,192670,96335,KY
119623,27.65,58,0.96,175151,472907.7,MA
119624,45.28,66,11.27,125873,163634.9,IL
119628,59.91,66,29.19,68569,205707,TX
119630,56.97,70,25.24,78061,218570.8,OK
119631,28.36,65,5.07,117242,140690.4,PA
119633,37.17,72,2.88,126734,202774.4,CA
119640,38.98,48,12.36,41813,104532.5,NJ
119641,59.87,78,11.51,66149,99223.5,MN
119644,36.65,80,14.94,144510,216765,WI
119646,25.23,53,0.53,62869,106877.3,IA
119649,46.36,63,1.14,84530,50718,NM
119652,21.37,54,0.02,182480,529192,MO
119653,59.72,58,6.96,187226,168503.4,CA
119655,41.53,54,10.89,181875,254625,ND
119662,26.9,63,3.16,153654,445596.6,CA
119665,58.33,70,19.96,42325,101580,CA
119666,47.8,54,13.23,130783,209252.8,MO
119667,53.09,51,21.54,162541,195049.2,DC
119669,44.69,73,22.97,103166,299181.4,NY
119674,29.6,54,1.25,126898,101518.4,NY
119676,36.45,50,5.73,87113,174226,WA
119677,52.84,64,1.73,141137,381069.9,AZ
119678,33.78,70,7.58,111449,66869.4,MT
119680,23.51,69,1.01,197231,256400.3,FL
119681,31.54,88,7.03,41977,83954,CA
119682,53.58,50,14.17,54145,43316,NV
119683,36.74,53,2.23,135181,351470.6,SD
119687,54.78,67,19.76,119732,299330,TX
119689,51.04,81,18.77,129225,374752.5,IA
119690,50.45,90,22.8,153561,399258.6,WA
119692,49.56,67,19.35,185319,203850.9,PA
119694,36.66,77,2.83,54401,92481.7,GA
119697,30.78,51,1.35,61218,128557.8,IL
119701,27.35,85,6.2,171337,239871.8,TN
119704,57.13,57,18.42,82274,115183.6,OR
119705,48.09,63,1.58,182900,274350,AZ
119708,43.73,56,0.12,120849,241698,CA
119709,40.55,59,13.36,174873,402207.9,OH
119710,57.24,52,20.56,122920,258132,NJ
119715,33.98,51,7.22,58194,87291,MI
119718,33.75,43,10.81,42745,21372.5,CO
119720,49,55,11.39,192649,558682.1,NJ
119721,31.02,42,3.3,56984,79777.6,NC
119722,44.19,80,4.84,118430,296075,ME
119724,28.8,52,0.84,135344,121809.6,OR
119725,50.3,64,14.42,189368,454483.2,KY
119726,35.38,41,13.29,152259,167484.9,MS
119728,31.75,67,5.7,78040,171688,KY
119732,48.08,65,21.53,97025,271670,AZ
119734,24.68,53,3.62,167964,235149.6,NM
119736,32.38,65,2.43,101167,293384.3,MO
119737,54.16,50,29.08,140347,224555.2,AR
119739,46.28,83,18.93,107984,205169.6,MN
119740,23.27,55,0.68,127574,293420.2,AR
119741,42.77,50,3.28,105308,210616,NY
119742,40.53,53,16.31,110055,77038.5,CA
119743,40.27,63,9.73,176247,264370.5,TX
119745,44.5,79,4.56,102028,244867.2,PA
119747,46.76,82,1.95,84508,118311.2,TX
119748,50.53,49,3.68,74411,81852.1,NH
119749,52.02,81,26.82,44723,76029.1,OH
119750,25.46,60,0.39,155447,93268.2,CA
119755,28.79,40,7,164335,213635.5,SC
119756,54.95,55,10.36,169081,507243,IA
119757,47.42,71,7.18,70526,77578.6,AZ
119760,40.18,56,5.46,173222,381088.4,KY
119761,52.84,79,30.39,116523,244698.3,NY
119763,28.45,65,6.42,133437,186811.8,ND
119771,26.77,55,5.21,114708,137649.6,IA
119772,57.99,55,5.57,141720,283440,CA
119773,46.84,46,19.14,124201,173881.4,OK
119774,25.23,54,1.41,101935,265031,CA
119777,27.84,51,3.7,47307,89883.3,TX
119778,25.83,53,1.03,140511,126459.9,UT
119781,25.52,58,3.13,108147,248738.1,ME
119782,26.47,50,3.22,63616,152678.4,PA
119786,52.87,52,18.79,117035,245773.5,TX
119790,58.09,56,18.64,44887,35909.6,ID
119794,48.43,67,3.82,78716,94459.2,AL
119795,58.16,51,36.45,83462,83462,IN
119797,32.73,56,11.16,107799,301837.2,VA
119799,43.17,54,7.68,193581,290371.5,IL
119801,28.58,56,5.36,97096,155353.6,AR
119805,26.15,53,3.76,138347,359702.2,CA
119806,41.01,74,3.03,143094,414972.6,OH
119808,56.68,67,17.85,137742,179064.6,ID
119810,54.67,52,19.79,112801,56400.5,KS
